键值(key),翻译(msgstr)
IDS_PXSD005_FULL,翠蓝行星
IDS_PXSD007,摩托艇
IDS_PXSD008,铁鼠
IDS_PXSD008_FULL,铁鼠
IDS_PXSD009,剃刀蠕虫
IDS_PXSD009_FULL,剃刀蠕虫
IDS_PXSD010,天体
IDS_PXSD010_FULL,天体
IDS_PXSD011,彗星轨迹
IDS_PXSD011_FULL,彗星轨迹
IDS_PXSD012,漫游者
IDS_PXSD012_FULL,漫游者
IDS_PXSD013,梅塞尔
IDS_PXSD013_FULL,梅塞尔
IDS_PXSD014,情欲
IDS_PXSD014_FULL,情欲
IDS_PXSD015,原子之怒
IDS_PXSD015_FULL,原子之怒
IDS_PXSD016,海上恶魔
IDS_PXSD016_FULL,海上恶魔
IDS_PXSD017,手术刀
IDS_PXSD017_FULL,手术刀
IDS_PXSD018,水汐
IDS_PXSD018_FULL,水汐
IDS_PXSD019,鬼魅
IDS_PXSD019_FULL,鬼魅
IDS_PXSD020,海镰
IDS_PXSD020_FULL,海镰
IDS_PXSD021,轰鸣
IDS_PXSD021_FULL,轰鸣
IDS_PXSD022,鮟鱇鱼
IDS_PXSD022_FULL,鮟鱇鱼
IDS_PXSD023,精钢手术刀
IDS_PXSD023_FULL,精钢手术刀
IDS_PXSD024,变异托夫斯克
IDS_PXSD024_FULL,变异托夫斯克
IDS_PXSD025,牙刃
IDS_PXSD025_FULL,牙刃
IDS_PXSD027,戴德克斯
IDS_PXSD027_FULL,戴德克斯
IDS_PXSD031,博格同化者-3
IDS_PXSD031_FULL,博格同化者-3
IDS_PXSD032,博格干扰者-3
IDS_PXSD032_FULL,博格干扰者-3
IDS_PXSD041,吕特斯
IDS_PXSD041_FULL,吕特斯
IDS_PXSD042,钢铁
IDS_PXSD042_FULL,钢铁
IDS_PXSD043,东风 M
IDS_PXSD043_FULL,东风 M
IDS_PXSD056,东风
IDS_PXSD056_FULL,东风
IDS_PXSD102,旋风
IDS_PXSD102_FULL,旋风
IDS_PXSD103,赫克托
IDS_PXSD103_FULL,赫克托
IDS_PXSD502,唐·德拉·达克
IDS_PXSD502_FULL,唐·德拉·达克
IDS_PXSD503,拳击鸭
IDS_PXSD503_FULL,拳击鸭
IDS_PXSS107,拉链
IDS_PXSS107_FULL,拉链
IDS_PXSS207,海狮
IDS_PXSS207_FULL,海狮
IDS_PXSS307,矛隼
IDS_PXSS307_FULL,矛隼
IDS_PXSS407,梭鱼
IDS_PXSS407_FULL,梭鱼
IDS_PXSS507,虎鲸
IDS_PXSS507_FULL,虎鲸
IDS_PXSX001,特兰西瓦尼亚
IDS_PXSX001_FULL,特兰西瓦尼亚
IDS_PXSX013,挑战
IDS_PXSX016,歌利亚
IDS_PXSX017,卡博特
IDS_PXSX023,洛里纳
IDS_PXSX024,野樱莓
IDS_PXSX025,梅德韦皇后
IDS_PXSX026,坎特伯雷
IDS_PXSX033,布雷舰
IDS_PXSX034,约翰·卡特林
IDS_PXSX035,登陆舰 1
IDS_PXSX037,大发
IDS_PXSX039,LST 325
IDS_PXSX040,护卫 8
IDS_PXSX043,梅德韦皇后
IDS_PXSX044,西马隆
IDS_PXSX045,自由
IDS_PXSX047,格罗
IDS_PXSX501,利伯蒂
IDS_PXSX502,利伯蒂
IDS_PXSX743,英塔尼亚女皇
IDS_PXSX815,博格
IDS_PZSA508,三藏
IDS_PZSA508_FULL,三藏
IDS_PZSB509,八戒
IDS_PZSB509_FULL,八戒
IDS_PZSB519,悟净
IDS_PZSB519_FULL,悟净
IDS_PZSB529,载之
IDS_PZSB529_FULL,载之
IDS_PZSB539,冢虎
IDS_PZSB539_FULL,冢虎
IDS_PZSB707,腾蛇
IDS_PZSB707_FULL,腾蛇
IDS_PZSB708,毒龟
IDS_PZSB708_FULL,毒龟
IDS_PZSB709,太恒
IDS_PZSB709_FULL,太恒
IDS_PZSB719,东沂
IDS_PZSB719_FULL,东沂
IDS_PZSB909,玄冥
IDS_PZSB909_FULL,玄冥
IDS_PZSC101,津安
IDS_PZSC101_FULL,津安
IDS_PZSC105,巴海
IDS_PZSC105_FULL,巴海
IDS_PZSC106,拉马特
IDS_PZSC106_FULL,拉马特
IDS_PZSC107,春蓬
IDS_PZSC107_FULL,春蓬
IDS_PZSC108,会海
IDS_PZSC108_FULL,会海
IDS_PZSC109,世宗
IDS_PZSC109_FULL,世宗
IDS_PZSC110,临海
IDS_PZSC110_FULL,临海
IDS_PZSC503,宁海
IDS_PZSC503_FULL,宁海
IDS_PZSC506,御海
IDS_PZSC506_FULL,御海
IDS_PZSC508,伊里安
IDS_PZSC508_FULL,伊里安
IDS_PZSC509,连海
IDS_PZSC509_FULL,连海
IDS_PZSC518,悟空
IDS_PZSC518_FULL,悟空
IDS_PZSC529,卧龙
IDS_PZSC529_FULL,卧龙
IDS_PZSC710,仁海
IDS_PZSC710_FULL,仁海
IDS_PZSC717,皋海
IDS_PZSC717_FULL,皋海
IDS_PZSC718,那莱
IDS_PZSC718_FULL,那莱
IDS_PZSC719,津海
IDS_PZSC719_FULL,津海
IDS_PZSC720,诸葛巧思
IDS_PZSC720_FULL,诸葛巧思
IDS_PZSC729,朔海
IDS_PZSC729_FULL,朔海
IDS_PZSC730,太宗
IDS_PZSC730_FULL,太宗
IDS_PZSC908,水表船
IDS_PZSC908_FULL,水表船
IDS_PZSC918,AL 会海
IDS_PZSC918_FULL,AL 会海
IDS_PZSD102,龙江
IDS_PZSD102_FULL,龙江
IDS_PZSD103,帕襄
IDS_PZSD103_FULL,帕襄
IDS_PZSD104,沈安
IDS_PZSD104_FULL,沈安
IDS_PZSD105,建威
IDS_PZSD105_FULL,建威
IDS_PZSD106,顺安
IDS_PZSD106_FULL,顺安
IDS_PZSD107,加札马达
IDS_PZSD107_FULL,加札马达
IDS_PZSD108,久安
IDS_PZSD108_FULL,久安
IDS_PZSD109,忠武
IDS_PZSD109_FULL,忠武
IDS_PZSD110,越安
IDS_PZSD110_FULL,越安
IDS_PZSD111,春安
IDS_PZSD111_FULL,春安
IDS_PZSD208,西利旺义
IDS_PZSD208_FULL,西利旺义
IDS_PZSD506,襄安
IDS_PZSD506_FULL,襄安
IDS_PZSD508,雒安
IDS_PZSD508_FULL,雒安
IDS_PZSD510,旅安
IDS_PZSD510_FULL,旅安
IDS_PZSD518,汾安
IDS_PZSD518_FULL,汾安
IDS_PZSD598,雒安 (黑)
IDS_PZSD598_FULL,雒安 (黑)
IDS_PZSD708,凤雏
IDS_PZSD708_FULL,凤雏
IDS_PZSD718,冲撞跳跳
IDS_PZSD718_FULL,冲撞跳跳
IDS_PZSD719,邕安
IDS_PZSD719_FULL,邕安
IDS_PZSD728,云安
IDS_PZSD728_FULL,云安
IDS_PZSD910,旅安 (黑)
IDS_PZSD910_FULL,旅安 (黑)
IDS_PZSS716,先驱04
IDS_PZSS716_FULL,先驱04
